Model	Model Code	Serial Number	MAC Address	IP Address	Host Name	App Image Name	App Image Version	Time	Result
cRIO-9045	78E4	01DAA691	00:80:2F:22:D3:BE	172.22.11.2	NI-cRIO-9045-01DAA691	data_sensor	1.0.0	100%	Deployment Complete!
